x,y_fit
0.0,0.0696750896831525
0.02512562814070352,0.08135975645764124
0.05025125628140704,0.09304442323212997
0.07537688442211056,0.1047290900066187
0.10050251256281408,0.11641375678110744
0.1256281407035176,0.1280984235555962
0.15075376884422112,0.1397830903300849
0.17587939698492464,0.15146775710457366
0.20100502512562815,0.16315242387906237
0.22613065326633167,0.17483709065355113
0.2512562814070352,0.18652175742803986
0.2763819095477387,0.1982064242025286
0.30150753768844224,0.20989109097701733
0.32663316582914576,0.22157575775150606
0.35175879396984927,0.2332604245259948
0.3768844221105528,0.24494509130048353
0.4020100502512563,0.25662975807497224
0.4271356783919598,0.268314424849461
0.45226130653266333,0.27999909162394976
0.47738693467336685,0.29168375839843846
0.5025125628140704,0.3033684251729272
0.5276381909547739,0.31505309194741593
0.5527638190954774,0.3267377587219047
0.577889447236181,0.3384224254963934
0.6030150753768845,0.35010709227088216
0.628140703517588,0.36179175904537086
0.6532663316582915,0.3734764258198596
0.678391959798995,0.38516109259434833
0.7035175879396985,0.3968457593688371
0.7286432160804021,0.4085304261433258
0.7537688442211056,0.42021509291781456
0.7788944723618091,0.43189975969230326
0.8040201005025126,0.443584426466792
0.8291457286432161,0.45526909324128073
0.8542713567839196,0.4669537600157695
0.8793969849246231,0.4786384267902582
0.9045226130653267,0.49032309356474696
0.9296482412060302,0.5020077603392357
0.9547738693467337,0.5136924271137244
0.9798994974874372,0.5253770938882132
1.0050251256281408,0.537061760662702
1.0301507537688444,0.5487464274371907
1.0552763819095479,0.5604310942116795
1.0804020100502514,0.5721157609861681
1.105527638190955,0.5838004277606569
1.1306532663316584,0.5954850945351456
1.155778894472362,0.6071697613096343
1.1809045226130654,0.618854428084123
1.206030150753769,0.6305390948586118
1.2311557788944725,0.6422237616331006
1.256281407035176,0.6539084284075892
1.2814070351758795,0.665593095182078
1.306532663316583,0.6772777619565667
1.3316582914572865,0.6889624287310555
1.35678391959799,0.7006470955055442
1.3819095477386936,0.7123317622800329
1.407035175879397,0.7240164290545217
1.4321608040201006,0.7357010958290104
1.4572864321608041,0.7473857626034991
1.4824120603015076,0.7590704293779879
1.5075376884422111,0.7707550961524766
1.5326633165829147,0.7824397629269654
1.5577889447236182,0.794124429701454
1.5829145728643217,0.8058090964759428
1.6080402010050252,0.8174937632504315
1.6331658291457287,0.8291784300249203
1.6582914572864322,0.840863096799409
1.6834170854271358,0.8525477635738977
1.7085427135678393,0.8642324303483865
1.7336683417085428,0.8759170971228752
1.7587939698492463,0.8876017638973639
1.7839195979899498,0.8992864306718527
1.8090452261306533,0.9109710974463414
1.8341708542713568,0.9226557642208302
1.8592964824120604,0.9343404309953188
1.8844221105527639,0.9460250977698076
1.9095477386934674,0.9577097645442963
1.934673366834171,0.9693944313187851
1.9597989949748744,0.9810790980932738
1.984924623115578,0.9927637648677625
2.0100502512562817,1.0044484316422513
2.035175879396985,1.01613309841674
2.0603015075376887,1.0278177651912288
2.085427135678392,1.0395024319657176
2.1105527638190957,1.0511870987402063
2.1356783919597992,1.062871765514695
2.1608040201005028,1.0745564322891838
2.1859296482412063,1.0862410990636726
2.21105527638191,1.0979257658381614
2.2361809045226133,1.1096104326126501
2.261306532663317,1.121295099387139
2.2864321608040203,1.1329797661616277
2.311557788944724,1.144664432936116
2.3366834170854274,1.1563490997106047
2.361809045226131,1.1680337664850935
2.3869346733668344,1.1797184332595823
2.412060301507538,1.191403100034071
2.4371859296482414,1.2030877668085598
2.462311557788945,1.2147724335830485
2.4874371859296485,1.2264571003575373
2.512562814070352,1.238141767132026
2.5376884422110555,1.2498264339065148
2.562814070351759,1.2615111006810036
2.5879396984924625,1.2731957674554923
2.613065326633166,1.284880434229981
2.6381909547738696,1.2965651010044699
2.663316582914573,1.3082497677789586
2.6884422110552766,1.3199344345534474
2.71356783919598,1.3316191013279357
2.7386934673366836,1.3433037681024245
2.763819095477387,1.3549884348769132
2.7889447236180906,1.366673101651402
2.814070351758794,1.3783577684258908
2.8391959798994977,1.3900424352003795
2.864321608040201,1.4017271019748683
2.8894472361809047,1.413411768749357
2.9145728643216082,1.4250964355238458
2.9396984924623117,1.4367811022983346
2.9648241206030153,1.4484657690728233
2.9899497487437188,1.460150435847312
3.0150753768844223,1.4718351026218008
3.040201005025126,1.4835197693962896
3.0653266331658293,1.4952044361707784
3.090452261306533,1.5068891029452671
3.1155778894472363,1.5185737697197554
3.14070351758794,1.5302584364942442
3.1658291457286434,1.541943103268733
3.190954773869347,1.5536277700432217
3.2160804020100504,1.5653124368177105
3.241206030150754,1.5769971035921992
3.2663316582914574,1.588681770366688
3.291457286432161,1.6003664371411768
3.3165829145728645,1.6120511039156655
3.341708542713568,1.6237357706901543
3.3668341708542715,1.635420437464643
3.391959798994975,1.6471051042391318
3.4170854271356785,1.6587897710136206
3.442211055276382,1.6704744377881093
3.4673366834170856,1.682159104562598
3.492462311557789,1.6938437713370869
3.5175879396984926,1.7055284381115752
3.542713567839196,1.717213104886064
3.5678391959798996,1.7288977716605527
3.592964824120603,1.7405824384350415
3.6180904522613067,1.7522671052095302
3.64321608040201,1.763951771984019
3.6683417085427137,1.7756364387585077
3.693467336683417,1.7873211055329965
3.7185929648241207,1.7990057723074853
3.7437185929648242,1.810690439081974
3.7688442211055277,1.8223751058564628
3.7939698492462313,1.8340597726309515
3.819095477386935,1.8457444394054403
3.8442211055276383,1.857429106179929
3.869346733668342,1.8691137729544178
3.8944723618090453,1.8807984397289066
3.919597989949749,1.892483106503395
3.9447236180904524,1.9041677732778837
3.969849246231156,1.9158524400523724
3.9949748743718594,1.9275371068268612
4.020100502512563,1.9392217736013504
4.045226130653266,1.9509064403758387
4.07035175879397,1.962591107150328
4.0954773869346734,1.9742757739248162
4.120603015075377,1.985960440699305
4.1457286432160805,1.9976451074737938
4.170854271356784,2.0093297742482825
4.1959798994974875,2.0210144410227713
4.2211055276381915,2.03269910779726
4.2462311557788945,2.044383774571749
4.2713567839195985,2.0560684413462376
4.296482412060302,2.0677531081207263
4.3216080402010055,2.079437774895215
4.346733668341709,2.091122441669704
4.371859296482413,2.1028071084441926
4.396984924623116,2.1144917752186814
4.42211055276382,2.12617644199317
4.447236180904523,2.1378611087676584
4.472361809045227,2.1495457755421477
4.49748743718593,2.161230442316636
4.522613065326634,2.172915109091125
4.547738693467337,2.1845997758656135
4.572864321608041,2.1962844426401027
4.597989949748744,2.207969109414591
4.623115577889448,2.2196537761890798
4.648241206030151,2.2313384429635685
4.673366834170855,2.2430231097380573
4.698492462311558,2.254707776512546
4.723618090452262,2.266392443287035
4.748743718592965,2.2780771100615236
4.773869346733669,2.2897617768360123
4.798994974874372,2.301446443610501
4.824120603015076,2.31313111038499
4.849246231155779,2.324815777159478
4.874371859296483,2.3365004439339674
4.899497487437186,2.3481851107084557
4.92462311557789,2.359869777482945
4.949748743718593,2.3715544442574332
4.974874371859297,2.3832391110319224
5.0,2.3949237778064107
